name_1,name_2
DSnareDrum1_MelodicTom-bpm_180-rvb_1-offms_1067-3a4,DSnareDrum1_MelodicTom-bpm_180-rvb_1-offms_204-3a4
DSnareDrum1_MelodicTom-bpm_180-rvb_1-offms_1067-3a4,DSnareDrum1_MelodicTom-bpm_180-rvb_1-offms_0-3a4
Agogo_DSnareDrum1-bpm_180-rvb_1-offms_0-5a12,Agogo_DSnareDrum1-bpm_180-rvb_1-offms_700-5a12
Agogo_DSnareDrum1-bpm_180-rvb_1-offms_0-5a12,Agogo_DSnareDrum1-bpm_180-rvb_1-offms_1067-5a12
Agogo_DSnareDrum1-bpm_180-rvb_1-offms_0-5a12,Agogo_DSnareDrum1-bpm_180-rvb_1-offms_204-5a12
Agogo_DSnareDrum1-bpm_180-rvb_1-offms_0-5a12,Agogo_DSnareDrum1-bpm_180-rvb_1-offms_120-5a12
Woodblock_MelodicTom-bpm_180-rvb_1-offms_204-5a6,Woodblock_MelodicTom-bpm_180-rvb_1-offms_120-5a6
Woodblock_MelodicTom-bpm_180-rvb_1-offms_204-5a6,Woodblock_MelodicTom-bpm_180-rvb_1-offms_700-5a6
Woodblock_MelodicTom-bpm_180-rvb_1-offms_204-5a6,Woodblock_MelodicTom-bpm_180-rvb_1-offms_1067-5a6
Woodblock_MelodicTom-bpm_180-rvb_1-offms_204-5a6,Woodblock_MelodicTom-bpm_180-rvb_1-offms_0-5a6
DSnareDrum1_MelodicTom-bpm_180-rvb_0-offms_0-7a12,DSnareDrum1_MelodicTom-bpm_180-rvb_0-offms_204-7a12
DSnareDrum1_MelodicTom-bpm_180-rvb_0-offms_0-7a12,DSnareDrum1_MelodicTom-bpm_180-rvb_0-offms_1067-7a12
DSnareDrum1_MelodicTom-bpm_180-rvb_0-offms_0-7a12,DSnareDrum1_MelodicTom-bpm_180-rvb_0-offms_700-7a12
DSnareDrum1_MelodicTom-bpm_180-rvb_0-offms_0-7a12,DSnareDrum1_MelodicTom-bpm_180-rvb_0-offms_120-7a12
Agogo_MelodicTom-bpm_120-rvb_1-offms_120-4a9,Agogo_MelodicTom-bpm_120-rvb_1-offms_0-4a9
Agogo_MelodicTom-bpm_120-rvb_1-offms_120-4a9,Agogo_MelodicTom-bpm_120-rvb_1-offms_1067-4a9
Agogo_MelodicTom-bpm_120-rvb_1-offms_120-4a9,Agogo_MelodicTom-bpm_120-rvb_1-offms_204-4a9
Agogo_MelodicTom-bpm_120-rvb_1-offms_120-4a9,Agogo_MelodicTom-bpm_120-rvb_1-offms_700-4a9
Agogo_DSnareDrum1-bpm_60-rvb_1-offms_700-10a11,Agogo_DSnareDrum1-bpm_60-rvb_1-offms_204-10a11
Agogo_DSnareDrum1-bpm_60-rvb_1-offms_700-10a11,Agogo_DSnareDrum1-bpm_60-rvb_1-offms_0-10a11
Agogo_DSnareDrum1-bpm_60-rvb_1-offms_700-10a11,Agogo_DSnareDrum1-bpm_60-rvb_1-offms_120-10a11
DSnareDrum1_TaikoDrum-bpm_60-rvb_0-offms_700-2a5,DSnareDrum1_TaikoDrum-bpm_60-rvb_0-offms_204-2a5
DSnareDrum1_TaikoDrum-bpm_60-rvb_0-offms_700-2a5,DSnareDrum1_TaikoDrum-bpm_60-rvb_0-offms_1067-2a5
DSnareDrum1_TaikoDrum-bpm_60-rvb_0-offms_700-2a5,DSnareDrum1_TaikoDrum-bpm_60-rvb_0-offms_0-2a5
DSnareDrum1_TaikoDrum-bpm_60-rvb_0-offms_700-2a5,DSnareDrum1_TaikoDrum-bpm_60-rvb_0-offms_120-2a5
Woodblock_Agogo-bpm_60-rvb_1-offms_700-2a9,Woodblock_Agogo-bpm_60-rvb_1-offms_204-2a9
Woodblock_Agogo-bpm_60-rvb_1-offms_700-2a9,Woodblock_Agogo-bpm_60-rvb_1-offms_120-2a9
Woodblock_Agogo-bpm_60-rvb_1-offms_700-2a9,Woodblock_Agogo-bpm_60-rvb_1-offms_0-2a9
Woodblock_Agogo-bpm_60-rvb_1-offms_700-2a9,Woodblock_Agogo-bpm_60-rvb_1-offms_1067-2a9
Woodblock_DSnareDrum1-bpm_60-rvb_1-offms_120-7a11,Woodblock_DSnareDrum1-bpm_60-rvb_1-offms_204-7a11
Woodblock_DSnareDrum1-bpm_60-rvb_1-offms_120-7a11,Woodblock_DSnareDrum1-bpm_60-rvb_1-offms_1067-7a11
Woodblock_DSnareDrum1-bpm_60-rvb_1-offms_120-7a11,Woodblock_DSnareDrum1-bpm_60-rvb_1-offms_700-7a11
Woodblock_DSnareDrum1-bpm_60-rvb_1-offms_120-7a11,Woodblock_DSnareDrum1-bpm_60-rvb_1-offms_0-7a11
DSnareDrum1_TaikoDrum-bpm_120-rvb_2-offms_204-3a4,DSnareDrum1_TaikoDrum-bpm_120-rvb_2-offms_1067-3a4
DSnareDrum1_TaikoDrum-bpm_120-rvb_2-offms_204-3a4,DSnareDrum1_TaikoDrum-bpm_120-rvb_2-offms_700-3a4
DSnareDrum1_TaikoDrum-bpm_120-rvb_2-offms_204-3a4,DSnareDrum1_TaikoDrum-bpm_120-rvb_2-offms_0-3a4
DSnareDrum1_TaikoDrum-bpm_120-rvb_2-offms_204-3a4,DSnareDrum1_TaikoDrum-bpm_120-rvb_2-offms_120-3a4
Agogo_DSnareDrum1-bpm_180-rvb_0-offms_1067-7a9,Agogo_DSnareDrum1-bpm_180-rvb_0-offms_120-7a9
Agogo_DSnareDrum1-bpm_180-rvb_0-offms_1067-7a9,Agogo_DSnareDrum1-bpm_180-rvb_0-offms_204-7a9
Agogo_DSnareDrum1-bpm_180-rvb_0-offms_1067-7a9,Agogo_DSnareDrum1-bpm_180-rvb_0-offms_0-7a9
Agogo_DSnareDrum1-bpm_180-rvb_0-offms_1067-7a9,Agogo_DSnareDrum1-bpm_180-rvb_0-offms_700-7a9
DSnareDrum1_TaikoDrum-bpm_180-rvb_2-offms_0-5a7,DSnareDrum1_TaikoDrum-bpm_180-rvb_2-offms_204-5a7
DSnareDrum1_TaikoDrum-bpm_180-rvb_2-offms_0-5a7,DSnareDrum1_TaikoDrum-bpm_180-rvb_2-offms_700-5a7
DSnareDrum1_TaikoDrum-bpm_180-rvb_2-offms_0-5a7,DSnareDrum1_TaikoDrum-bpm_180-rvb_2-offms_1067-5a7
TaikoDrum_MelodicTom-bpm_120-rvb_2-offms_0-8a11,TaikoDrum_MelodicTom-bpm_120-rvb_2-offms_204-8a11
TaikoDrum_MelodicTom-bpm_120-rvb_2-offms_0-8a11,TaikoDrum_MelodicTom-bpm_120-rvb_2-offms_1067-8a11
TaikoDrum_MelodicTom-bpm_120-rvb_2-offms_0-8a11,TaikoDrum_MelodicTom-bpm_120-rvb_2-offms_700-8a11
TaikoDrum_MelodicTom-bpm_120-rvb_2-offms_0-8a11,TaikoDrum_MelodicTom-bpm_120-rvb_2-offms_120-8a11
TaikoDrum_Woodblock-bpm_60-rvb_2-offms_1067-4a5,TaikoDrum_Woodblock-bpm_60-rvb_2-offms_120-4a5
TaikoDrum_Woodblock-bpm_60-rvb_2-offms_1067-4a5,TaikoDrum_Woodblock-bpm_60-rvb_2-offms_700-4a5
TaikoDrum_Woodblock-bpm_60-rvb_2-offms_1067-4a5,TaikoDrum_Woodblock-bpm_60-rvb_2-offms_204-4a5
MelodicTom_Woodblock-bpm_180-rvb_2-offms_204-2a7,MelodicTom_Woodblock-bpm_180-rvb_2-offms_0-2a7
